date,quarter,ticker,company_name,close,ma_25,ma_50,rsi,high_52w,low_52w,per,pbr,q_score,q1,q3,v_score,v1,v2,v3,t_score,qvt_score,timing_label,signal_text,roe,roa,equity_ratio,operating_margin,de_ratio,interest_coverage,ev_ebitda,industry,sector
2024-03-07,2024-Q1,4994.T,"Taisei Lamick Group Head Quarter & Innovation Co.,Ltd.",2837.0,2864.0,2821.0,56.9,3064.0,2576.0,12.9,0.69,20.0,40.0,0.0,79.3,81.8,100.0,50.0,49.5,49.6,押し目シグナルなし〜様子見,押し目シグナルなし,5.69,3.8,-,5.23,-,-,3.34,Packaging & Containers,Consumer Cyclical
2024-03-07,2024-Q1,4998.T,Fumakilla Limited,1098.0,1095.0,1093.0,66.1,1241.0,993.0,8.8,0.72,15.0,30.0,30.0,79.7,92.7,85.0,50.0,38.5,44.4,押し目シグナルなし〜様子見,押し目シグナルなし,7.65,2.81,-,-3.84,0.47,-,5.26,Agricultural Inputs,Basic Materials
2024-03-07,2024-Q1,5010.T,"Nippon Seiro Co., Ltd.",144.0,139.0,135.0,65.9,250.0,107.0,5.1,0.45,27.5,50.0,5.0,77.0,100.0,65.0,50.0,55.1,53.2,そこそこ押し目,押し目シグナルなし,11.57,2.57,-,4.49,2.51,-,9.07,Oil & Gas Refining & Marketing,Energy
2024-03-07,2024-Q1,5013.T,Yushiro Inc.,1976.0,1929.0,1774.0,63.3,2123.0,708.0,5.6,0.56,45.0,60.0,30.0,83.0,100.0,85.0,50.0,31.2,53.1,押し目シグナルなし〜様子見,押し目シグナルなし,11.48,4.71,-,11.4,0.13,-,5.36,Chemicals,Basic Materials
2024-03-07,2024-Q1,5015.T,BP Castrol K.K.,844.0,819.0,805.0,57.3,856.0,757.0,18.4,2.73,47.5,95.0,0.0,58.5,45.5,85.0,50.0,35.7,47.2,押し目シグナルなし〜様子見,押し目シグナルなし,25.22,17.91,-,19.07,-,-,7.38,Oil & Gas Refining & Marketing,Energy
2024-03-07,2024-Q1,5018.T,MORESCO Corporation,1286.0,1312.0,1274.0,48.6,1393.0,1004.0,12.5,0.54,37.5,45.0,30.0,74.8,81.8,85.0,50.0,51.8,54.7,そこそこ押し目,押し目シグナルなし,6.18,3.22,-,8.29,0.16,-,5.59,Specialty Chemicals,Basic Materials
2024-03-07,2024-Q1,5071.T,"VIS Co., Ltd.",993.0,993.0,968.0,53.5,1061.0,733.0,7.4,1.13,57.5,85.0,30.0,83.4,90.9,100.0,50.0,41.1,60.7,押し目シグナルなし〜様子見,押し目シグナルなし,17.02,10.2,-,13.48,0.0,-,3.71,Specialty Business Services,Industrials
2024-03-07,2024-Q1,5078.T,CEL Corporation,3245.0,3103.0,3097.0,100.0,3335.0,2063.0,8.4,0.53,37.5,45.0,30.0,69.2,92.7,50.0,50.0,0.0,35.6,高値圏（要注意）,高値圏（要注意！）,5.67,4.42,-,5.61,0.0,-,-0.33,Real Estate Services,Real Estate
2024-03-07,2024-Q1,5079.T,"Novac Co., Ltd.",3036.0,3057.0,2987.0,60.6,3394.0,2214.0,17.4,0.86,27.5,25.0,30.0,52.7,72.7,25.0,50.0,35.8,38.7,押し目シグナルなし〜様子見,押し目シグナルなし,3.13,1.94,-,3.97,0.41,-,17.77,Engineering & Construction,Industrials
2024-03-07,2024-Q1,5103.T,"Showa Holdings Co., Ltd.",44.0,43.0,43.0,62.5,51.0,41.0,-16.4,2.48,0.0,0.0,30.0,31.6,9.1,50.0,50.0,50.5,27.4,そこそこ押し目,押し目シグナルなし,-21.8,-1.86,-,-5.48,0.24,-,-28.05,Specialty Chemicals,Basic Materials
2024-03-07,2024-Q1,5133.T,Terilogy Holdings Corporation,302.0,281.0,278.0,80.0,369.0,260.0,14.7,1.59,50.0,70.0,30.0,67.0,54.5,100.0,50.0,16.8,44.6,高値圏（要注意）,高値圏（要注意！）,15.94,4.99,-,7.83,0.06,-,3.82,Information Technology Services,Technology
2024-03-07,2024-Q1,5161.T,"Nishikawa Rubber Co., Ltd.",921.0,923.0,888.0,55.4,1009.0,493.0,5.8,0.4,37.5,45.0,30.0,77.0,100.0,65.0,50.0,33.6,49.4,押し目シグナルなし〜様子見,押し目シグナルなし,9.42,3.76,-,8.24,0.28,-,8.55,Auto Parts,Consumer Cyclical
2024-03-07,2024-Q1,5162.T,Asahi Rubber Inc.,509.0,508.0,505.0,67.5,584.0,464.0,-38.3,0.47,18.5,15.0,22.0,63.0,45.5,100.0,50.0,39.4,40.3,押し目シグナルなし〜様子見,押し目シグナルなし,-0.55,1.31,-,3.79,0.55,-,4.58,Auto Parts,Consumer Cyclical
2024-03-07,2024-Q1,5184.T,"Nichirin Co., Ltd.",3190.0,3263.0,3171.0,50.8,3417.0,1895.0,7.6,0.7,47.5,65.0,30.0,87.5,100.0,100.0,50.0,50.5,61.8,そこそこ押し目,押し目シグナルなし,10.4,6.62,-,11.07,0.03,-,3.3,Auto Parts,Consumer Cyclical
2024-03-07,2024-Q1,5187.T,"Create Medic Co., Ltd.",884.0,857.0,838.0,61.9,904.0,766.0,10.9,0.45,27.5,25.0,30.0,84.2,92.7,100.0,50.0,33.8,48.5,押し目シグナルなし〜様子見,押し目シグナルなし,4.45,3.13,-,2.55,0.05,-,2.96,Medical Devices,Healthcare
2024-03-07,2024-Q1,5189.T,"Sakura Rubber Co., Ltd.",2143.0,2276.0,2129.0,45.4,4205.0,1205.0,6.6,0.44,40.0,50.0,30.0,83.0,100.0,85.0,50.0,60.3,61.1,そこそこ押し目,押し目シグナルなし,8.13,4.22,-,8.85,0.35,-,5.26,Auto Parts,Consumer Cyclical
2024-03-07,2024-Q1,5194.T,"Sagami Rubber Industries Co., Ltd.",932.0,927.0,914.0,51.8,1000.0,719.0,-81.7,0.93,21.0,20.0,22.0,42.4,36.4,45.0,50.0,38.7,34.0,押し目シグナルなし〜様子見,押し目シグナルなし,0.04,0.49,-,2.45,0.51,-,12.12,Household & Personal Products,Consumer Defensive
2024-03-07,2024-Q1,5199.T,"Fuji Latex Co., Ltd.",1780.0,1775.0,1767.0,54.0,1874.0,1724.0,8.1,0.56,27.5,40.0,15.0,73.7,92.7,65.0,50.0,47.7,49.6,押し目シグナルなし〜様子見,押し目シグナルなし,7.5,2.14,-,6.64,1.28,-,8.62,Specialty Chemicals,Basic Materials
2024-03-07,2024-Q1,5204.T,"Ishizuka Glass Co., Ltd.",2660.0,3071.0,3125.0,21.8,3864.0,1351.0,3.8,0.3,33.5,45.0,22.0,87.5,100.0,100.0,50.0,76.1,65.7,そこそこ押し目,バーゲン（強い押し目）,8.94,2.86,-,8.27,0.61,-,3.88,Packaging & Containers,Consumer Cyclical
2024-03-07,2024-Q1,5210.T,"Nihon Yamamura Glass Co., Ltd.",1392.0,1300.0,1262.0,74.7,1871.0,548.0,4.3,0.26,37.5,45.0,30.0,83.0,100.0,85.0,50.0,14.7,45.1,高値圏（要注意）,高値圏（要注意！）,6.14,2.3,-,7.6,0.38,-,5.65,Packaging & Containers,Consumer Cyclical
2024-03-07,2024-Q1,5216.T,"Kuramoto Co., Ltd.",135.0,102.0,95.0,69.0,160.0,73.0,-23.3,8.86,0.0,0.0,22.0,27.5,0.0,50.0,50.0,25.1,17.5,高値圏（要注意）,高値圏（要注意！）,-137.93,-27.5,-,-450.79,0.9,-,-9.08,Electronic Components,Technology
2024-03-07,2024-Q1,5218.T,Ohara Inc.,1237.0,1149.0,1122.0,77.4,1627.0,996.0,17.4,0.57,27.5,25.0,30.0,74.8,81.8,85.0,50.0,33.3,45.2,押し目シグナルなし〜様子見,高値圏（要注意！）,3.62,1.54,-,4.58,0.12,-,6.32,Electronic Components,Technology
2024-03-07,2024-Q1,5237.T,Nozawa Corporation,911.0,911.0,881.0,56.2,942.0,618.0,10.3,0.49,17.5,35.0,0.0,84.2,92.7,100.0,50.0,30.0,43.9,タイミング悪化（要注意）,押し目シグナルなし,4.13,3.66,-,8.97,-,-,4.15,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5250.T,"GMO Prime Strategy Co.,Ltd.",1842.0,1575.0,1528.0,75.2,4451.0,1326.0,61.9,4.55,42.5,55.0,30.0,20.0,0.0,25.0,50.0,43.3,35.3,押し目シグナルなし〜様子見,高値圏（要注意！）,7.55,5.55,-,17.07,0.04,-,16.81,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5257.T,"Nova System Co.,Ltd.",2959.0,2648.0,2417.0,72.1,3551.0,1975.0,17.8,1.62,40.0,50.0,30.0,56.5,54.5,65.0,50.0,36.7,44.4,押し目シグナルなし〜様子見,高値圏（要注意！）,9.78,5.2,-,9.53,0.27,-,8.48,Software - Application,Technology
2024-03-07,2024-Q1,5268.T,"Asahi Concrete Works Co., Ltd.",681.0,694.0,701.0,45.2,730.0,611.0,42.0,0.67,30.0,30.0,30.0,46.5,45.5,45.0,50.0,79.5,52.0,そこそこ押し目,そこそこ押し目,1.88,1.17,-,11.62,0.05,-,14.8,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5271.T,"Toyo Asano Foundation Co., Ltd.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.49,-,-7.94,1.82,-,8.42,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5273.T,"Mitani Sekisan Co., Ltd.",5324.0,5204.0,5000.0,62.2,5823.0,3912.0,31.2,0.95,52.5,75.0,30.0,63.0,45.5,100.0,50.0,38.1,51.2,押し目シグナルなし〜様子見,押し目シグナルなし,13.78,8.06,-,18.63,0.0,-,4.29,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5279.T,"Nihon Kogyo Co., Ltd.",785.0,778.0,766.0,60.7,886.0,644.0,4.3,0.28,37.5,45.0,30.0,87.5,100.0,100.0,50.0,25.3,50.1,高値圏（要注意）,押し目シグナルなし,6.81,3.1,-,8.22,0.47,-,4.83,Engineering & Construction,Industrials
2024-03-07,2024-Q1,5280.T,"Yoshicon Co.,Ltd.",1178.0,1174.0,1162.0,61.8,1207.0,967.0,2.0,0.29,36.0,50.0,22.0,77.0,100.0,65.0,50.0,22.8,45.3,タイミング悪化（要注意）,押し目シグナルなし,9.15,5.22,-,10.69,0.55,-,8.35,Real Estate - Development,Real Estate
2024-03-07,2024-Q1,5282.T,GEOSTR Corporation,312.0,299.0,292.0,89.5,331.0,262.0,11.2,0.4,30.0,30.0,30.0,84.2,92.7,100.0,50.0,7.1,40.4,高値圏（要注意）,高値圏（要注意！）,4.36,3.32,-,5.94,0.01,-,3.12,Building Materials,Basic Materials
2024-03-07,2024-Q1,5283.T,"Takamisawa Co., Ltd.",3374.0,3207.0,3059.0,59.6,3506.0,2086.0,8.9,0.36,21.0,20.0,22.0,79.7,92.7,85.0,50.0,32.9,44.5,押し目シグナルなし〜様子見,高値圏（要注意！）,4.11,1.76,-,2.93,0.69,-,5.27,Building Materials,Basic Materials
2024-03-07,2024-Q1,5284.T,"Yamau Holdings Co., Ltd.",1866.0,1900.0,1749.0,56.0,2157.0,882.0,4.8,0.88,57.5,85.0,30.0,83.4,90.9,100.0,50.0,45.5,62.1,押し目シグナルなし〜様子見,押し目シグナルなし,18.9,9.07,-,19.29,0.26,-,3.01,Building Materials,Basic Materials
2024-03-07,2024-Q1,5285.T,Yamax Corp.,1596.0,1418.0,1236.0,71.8,1751.0,363.0,7.3,1.59,60.0,90.0,30.0,75.2,72.7,100.0,50.0,26.4,53.9,高値圏（要注意）,高値圏（要注意！）,22.74,9.34,-,14.67,0.2,-,4.87,Building Materials,Basic Materials
2024-03-07,2024-Q1,5287.T,"Ito Yogyo Co., Ltd",536.0,540.0,545.0,54.8,672.0,518.0,6.5,0.52,2.5,5.0,0.0,60.5,100.0,10.0,50.0,72.5,45.2,そこそこ押し目,押し目シグナルなし,-4.13,-0.24,-,2.57,-,-,33.69,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5290.T,Vertex Corporation,802.0,809.0,794.0,57.4,851.0,577.0,8.5,0.92,60.0,90.0,30.0,69.6,83.6,65.0,50.0,32.7,54.1,押し目シグナルなし〜様子見,押し目シグナルなし,27.85,7.06,-,17.68,0.13,-,10.8,Building Materials,Basic Materials
2024-03-07,2024-Q1,5304.T,"Sec Carbon,Limited",2405.0,2507.0,2384.0,36.1,2799.0,1417.0,12.6,0.61,22.5,45.0,0.0,74.8,81.8,85.0,50.0,64.7,54.0,そこそこ押し目,軽い押し目,4.55,2.51,-,20.05,-,-,7.33,Specialty Chemicals,Basic Materials
2024-03-07,2024-Q1,5337.T,Danto Holdings Corporation,949.0,981.0,1044.0,44.7,1337.0,412.0,41.0,3.64,10.0,20.0,30.0,27.5,0.0,50.0,50.0,50.0,29.2,押し目シグナルなし〜様子見,押し目シグナルなし,5.75,-3.94,-,-16.68,0.0,-,-38.71,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5341.T,"Asahi Eito Holdings Co.,Ltd.",445.0,443.0,447.0,62.7,840.0,389.0,-7.8,2.82,0.0,0.0,22.0,31.6,9.1,50.0,50.0,67.4,33.0,そこそこ押し目,押し目シグナルなし,-30.01,-6.66,-,-8.49,0.66,-,-6.3,Household & Personal Products,Consumer Defensive
2024-03-07,2024-Q1,5355.T,"Nippon Crucible Co., Ltd.",562.0,549.0,544.0,81.2,567.0,496.0,9.8,0.62,35.0,40.0,30.0,79.7,92.7,85.0,50.0,4.5,39.7,高値圏（要注意）,高値圏（要注意！）,7.7,2.51,-,5.08,0.42,-,6.12,Conglomerates,Industrials
2024-03-07,2024-Q1,5356.T,"Mino Ceramic Co., Ltd.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.16,4.72,-,10.07,0.09,-,5.08,Building Materials,Basic Materials
2024-03-07,2024-Q1,5363.T,TYK Corporation,439.0,446.0,432.0,57.7,482.0,273.0,6.6,0.43,37.5,45.0,30.0,87.5,100.0,100.0,50.0,33.5,52.8,押し目シグナルなし〜様子見,押し目シグナルなし,7.74,3.82,-,8.21,0.06,-,4.12,Building Materials,Basic Materials
2024-03-07,2024-Q1,5367.T,Nikkato Corporation,537.0,538.0,533.0,62.2,632.0,497.0,11.4,0.49,32.5,35.0,30.0,79.7,92.7,85.0,50.0,50.9,54.4,そこそこ押し目,押し目シグナルなし,3.85,2.32,-,8.74,0.11,-,6.45,Specialty Industrial Machinery,Industrials
2024-03-07,2024-Q1,5368.T,"Japan Insulation Co., Ltd.",919.0,931.0,904.0,40.6,960.0,719.0,8.5,0.55,42.5,55.0,30.0,84.2,92.7,100.0,50.0,42.5,56.4,押し目シグナルなし〜様子見,押し目シグナルなし,8.32,5.62,-,13.82,0.07,-,2.85,Specialty Industrial Machinery,Industrials
2024-03-07,2024-Q1,5380.T,Shinto Company Limited,1441.0,1491.0,1469.0,40.9,2865.0,1228.0,114.2,0.31,3.5,15.0,22.0,52.5,45.5,65.0,50.0,90.3,48.8,バーゲン（強い押し目）,そこそこ押し目,3.87,1.12,-,-4.35,0.91,-,10.85,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5381.T,Mipox Corporation,549.0,503.0,471.0,73.3,702.0,396.0,10.8,0.87,31.0,40.0,22.0,63.6,83.6,45.0,50.0,41.0,45.2,押し目シグナルなし〜様子見,高値圏（要注意！）,6.28,2.01,-,5.65,0.74,-,15.21,Specialty Chemicals,Basic Materials
2024-03-07,2024-Q1,5386.T,Tsuruya Co Ltd,376.0,375.0,372.0,60.0,400.0,330.0,17.8,0.23,27.5,25.0,30.0,79.3,81.8,100.0,50.0,37.6,48.1,押し目シグナルなし〜様子見,押し目シグナルなし,1.29,0.4,-,5.24,0.07,-,4.46,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5388.T,"Kunimine Industries Co., Ltd.",955.0,948.0,947.0,71.7,1000.0,734.0,10.4,0.54,22.5,45.0,0.0,84.2,92.7,100.0,50.0,8.8,38.5,高値圏（要注意）,高値圏（要注意！）,5.55,3.52,-,11.69,-,-,3.75,Building Materials,Basic Materials
2024-03-07,2024-Q1,5391.T,A&A Material Corporation,1246.0,1222.0,1204.0,73.1,1267.0,782.0,91.9,0.5,30.0,30.0,30.0,58.5,45.5,85.0,50.0,7.9,32.1,高値圏（要注意）,高値圏（要注意！）,0.56,2.41,-,3.02,0.39,-,6.51,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5446.T,"HOKUETSU METAL Co., Ltd.",1466.0,1484.0,1503.0,44.2,1828.0,1399.0,14.6,0.32,5.0,10.0,30.0,74.8,81.8,85.0,50.0,77.3,52.4,そこそこ押し目,押し目シグナルなし,0.2,-0.18,-,-3.08,0.15,-,5.51,Steel,Basic Materials
2024-03-07,2024-Q1,5449.T,"Osaka Steel Co., Ltd.",2151.0,2231.0,2264.0,44.7,2610.0,1179.0,1581.4,0.49,2.5,5.0,30.0,52.5,45.5,65.0,50.0,61.0,38.7,そこそこ押し目,押し目シグナルなし,-0.08,0.56,-,-0.34,0.12,-,11.72,Steel,Basic Materials
2024-03-07,2024-Q1,5458.T,Takasago Tekko K.K.,836.0,818.0,795.0,77.4,839.0,691.0,10.7,0.52,20.0,40.0,0.0,84.2,92.7,100.0,50.0,9.3,37.8,高値圏（要注意）,高値圏（要注意！）,5.82,2.86,-,4.96,-,-,2.77,Steel,Basic Materials
2024-03-07,2024-Q1,5464.T,Mory Industries Inc.,1028.0,936.0,882.0,76.4,1065.0,529.0,10.8,0.68,37.5,45.0,30.0,84.2,92.7,100.0,50.0,11.9,44.5,高値圏（要注意）,高値圏（要注意！）,6.04,3.89,-,11.45,0.03,-,4.33,Steel,Basic Materials
2024-03-07,2024-Q1,5484.T,"Tohoku Steel Co., Ltd.",1763.0,1701.0,1707.0,75.1,1795.0,1610.0,13.4,0.45,15.0,30.0,0.0,79.3,81.8,100.0,50.0,11.8,35.4,高値圏（要注意）,高値圏（要注意！）,4.09,2.24,-,5.86,-,-,2.73,Steel,Basic Materials
2024-03-07,2024-Q1,5491.T,"Nippon Kinzoku Co., Ltd.",855.0,863.0,866.0,67.2,1005.0,774.0,4.5,0.2,26.0,30.0,22.0,83.0,100.0,85.0,50.0,55.6,54.9,そこそこ押し目,押し目シグナルなし,5.14,0.58,-,2.66,0.74,-,7.0,Steel,Basic Materials
2024-03-07,2024-Q1,5533.T,"Elitz Holdings Co., Ltd.",1778.0,1818.0,1797.0,51.5,4320.0,1677.0,8.9,1.21,45.0,60.0,30.0,72.0,65.5,100.0,50.0,67.6,61.5,そこそこ押し目,押し目シグナルなし,14.09,6.92,-,4.98,0.34,-,3.96,Real Estate Services,Real Estate
2024-03-07,2024-Q1,5542.T,Shinhokoku Material Corp.,605.0,582.0,558.0,69.1,630.0,486.0,7.0,1.48,60.0,90.0,30.0,75.2,72.7,100.0,50.0,20.5,51.9,高値圏（要注意）,高値圏（要注意！）,27.45,11.17,-,10.07,0.26,-,4.96,Steel,Basic Materials
2024-03-07,2024-Q1,5571.T,"Excite Holdings Co., Ltd.",1040.0,872.0,845.0,79.5,1804.0,768.0,-1030.0,1.49,20.0,25.0,15.0,40.2,18.2,65.0,50.0,36.8,32.3,押し目シグナルなし〜様子見,高値圏（要注意！）,1.19,1.94,-,3.16,1.33,-,9.63,Software - Application,Technology
2024-03-07,2024-Q1,5576.T,O.B.System Inc.,2622.0,2447.0,2308.0,80.2,4062.0,1617.0,12.8,1.09,22.5,15.0,30.0,60.2,72.7,50.0,50.0,30.4,37.7,押し目シグナルなし〜様子見,高値圏（要注意！）,-,-,-,8.93,0.05,-,-,Information Technology Services,Technology
2024-03-07,2024-Q1,5589.T,"Auto Server Co., Ltd.",1730.0,1670.0,1704.0,72.4,2068.0,1341.0,8.8,0.98,52.5,75.0,30.0,65.1,83.6,50.0,50.0,35.2,50.9,押し目シグナルなし〜様子見,押し目シグナルなし,11.98,7.75,-,35.99,0.17,-,-,Auto & Truck Dealerships,Consumer Cyclical
2024-03-07,2024-Q1,5603.T,Kogi Corporation,1387.0,1376.0,1223.0,56.0,1500.0,855.0,5.1,0.31,21.0,20.0,22.0,83.0,100.0,85.0,50.0,38.4,47.5,押し目シグナルなし〜様子見,押し目シグナルなし,3.43,1.27,-,1.31,0.52,-,7.02,Metal Fabrication,Industrials
2024-03-07,2024-Q1,5609.T,Nippon Chuzo K. K.,929.0,929.0,909.0,60.7,1016.0,762.0,8.7,0.38,25.0,20.0,30.0,79.7,92.7,85.0,50.0,32.2,45.6,押し目シグナルなし〜様子見,押し目シグナルなし,2.23,1.18,-,0.94,0.4,-,5.95,Steel,Basic Materials
2024-03-07,2024-Q1,5612.T,Nippon Chutetsukan K.K.,1083.0,1100.0,1071.0,41.2,1206.0,877.0,-25.8,0.38,20.0,25.0,15.0,40.5,45.5,25.0,50.0,65.2,41.9,そこそこ押し目,押し目シグナルなし,0.04,0.4,-,5.39,1.0,-,17.24,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,5644.T,Metalart Corporation,3380.0,3389.0,3280.0,60.0,4195.0,2322.0,5.3,0.39,40.0,50.0,30.0,87.5,100.0,100.0,50.0,51.4,59.6,そこそこ押し目,押し目シグナルなし,9.18,4.6,-,10.05,0.17,-,2.13,Metal Fabrication,Industrials
2024-03-07,2024-Q1,5658.T,"Nichia Steel Works, Ltd.",321.0,317.0,312.0,62.5,339.0,246.0,26.3,0.27,27.5,25.0,30.0,71.1,63.6,100.0,50.0,30.2,42.9,押し目シグナルなし〜様子見,押し目シグナルなし,1.64,1.0,-,5.65,0.04,-,3.97,Tools & Accessories,Industrials
2024-03-07,2024-Q1,5660.T,"Kobelco Wire Company, Ltd.",1194.0,1132.0,1083.0,63.5,1402.0,827.0,7.4,0.29,25.0,20.0,30.0,77.0,100.0,65.0,50.0,41.4,47.8,押し目シグナルなし〜様子見,押し目シグナルなし,4.05,0.92,-,2.5,0.44,-,10.24,Steel,Basic Materials
2024-03-07,2024-Q1,5695.T,"Powdertech Co., Ltd.",2138.0,2180.0,2171.0,40.7,2339.0,1909.0,17.9,0.5,27.5,25.0,30.0,74.8,81.8,85.0,50.0,74.2,58.8,そこそこ押し目,そこそこ押し目,2.38,1.41,-,3.37,0.06,-,5.07,Specialty Chemicals,Basic Materials
2024-03-07,2024-Q1,5697.T,"Sanyu Co., Ltd.",525.0,528.0,517.0,58.5,708.0,464.0,5.7,0.31,35.0,40.0,30.0,87.5,100.0,100.0,50.0,59.9,60.8,そこそこ押し目,押し目シグナルなし,5.92,2.66,-,3.96,0.12,-,2.57,Steel,Basic Materials
2024-03-07,2024-Q1,5698.T,Envipro Holdings Inc.,499.0,511.0,543.0,69.3,718.0,459.0,8.5,0.81,40.0,50.0,30.0,69.6,83.6,65.0,50.0,52.2,53.9,そこそこ押し目,押し目シグナルなし,10.14,3.44,-,7.0,0.41,-,8.47,Waste Management,Industrials
2024-03-07,2024-Q1,5699.T,"IBOKIN Co.,Ltd.",1147.0,1146.0,1126.0,67.8,1283.0,1022.0,6.3,0.74,42.5,55.0,30.0,87.5,100.0,100.0,50.0,35.1,55.0,押し目シグナルなし〜様子見,押し目シグナルなし,12.61,5.56,-,6.94,0.29,-,4.96,Waste Management,Industrials
2024-03-07,2024-Q1,5721.T,"S Science Company, Ltd.",25.0,23.0,22.0,77.8,28.0,20.0,-9.6,1.17,0.0,10.0,0.0,43.9,36.4,50.0,50.0,23.3,22.4,高値圏（要注意）,高値圏（要注意！）,1.84,-6.36,-,-18.18,-,-,-41.72,Conglomerates,Industrials
2024-03-07,2024-Q1,5724.T,"Asaka Riken Co.,Ltd.",1006.0,1072.0,1106.0,39.5,1496.0,917.0,16.9,0.99,32.5,50.0,15.0,52.7,72.7,25.0,50.0,80.2,55.1,バーゲン（強い押し目）,バーゲン（強い押し目）,8.47,2.83,-,12.05,1.49,-,18.73,Other Industrial Metals & Mining,Basic Materials
2024-03-07,2024-Q1,5729.T,"Nihon Seiko Co., Ltd.",2428.0,2461.0,2424.0,54.0,2867.0,2358.0,4.6,0.38,62.5,95.0,30.0,87.5,100.0,100.0,50.0,77.1,75.7,そこそこ押し目,押し目シグナルなし,42.62,23.62,-,13.71,0.19,-,2.83,Chemicals,Basic Materials
2024-03-07,2024-Q1,5742.T,"NIC Autotec, Inc.",766.0,762.0,756.0,63.2,787.0,680.0,21.8,1.01,0.0,0.0,30.0,52.0,54.5,50.0,50.0,30.2,27.4,押し目シグナルなし〜様子見,押し目シグナルなし,-5.94,-2.3,-,-7.27,0.45,-,-493.72,Aluminum,Basic Materials
2024-03-07,2024-Q1,5753.T,"Nippon Shindo Co., Ltd.",1901.0,1876.0,1864.0,67.8,2073.0,1779.0,5.6,0.93,0.0,5.0,22.0,56.4,90.9,10.0,50.0,42.8,33.1,押し目シグナルなし〜様子見,押し目シグナルなし,-6.96,0.23,-,-0.55,0.62,-,31.03,Copper,Basic Materials
2024-03-07,2024-Q1,5816.T,"Onamba Co., Ltd.",1176.0,1062.0,926.0,51.5,1242.0,643.0,9.5,0.52,37.5,45.0,30.0,84.2,92.7,100.0,50.0,38.5,53.4,押し目シグナルなし〜様子見,押し目シグナルなし,5.48,3.97,-,7.15,0.09,-,4.52,Electrical Equipment & Parts,Industrials
2024-03-07,2024-Q1,5817.T,"JMACS Japan Co., Ltd.",528.0,548.0,530.0,38.6,625.0,429.0,13.3,0.56,23.5,25.0,22.0,52.3,81.8,10.0,50.0,91.7,55.8,バーゲン（強い押し目）,バーゲン（強い押し目）,1.28,0.69,-,6.39,0.62,-,27.78,Communication Equipment,Technology
2024-03-07,2024-Q1,5819.T,"Canare Electric Co., Ltd.",1654.0,1612.0,1555.0,63.5,1723.0,1081.0,9.4,0.59,22.5,45.0,0.0,84.2,92.7,100.0,50.0,26.2,44.3,タイミング悪化（要注意）,押し目シグナルなし,6.48,4.86,-,6.91,-,-,2.06,Electrical Equipment & Parts,Industrials
2024-03-07,2024-Q1,5820.T,"Mitsuboshi Co., Ltd.",1927.0,1994.0,2018.0,38.9,3054.0,799.0,36.1,0.97,27.5,25.0,30.0,58.5,45.5,85.0,50.0,66.7,50.9,そこそこ押し目,押し目シグナルなし,3.45,1.38,-,6.4,0.46,-,7.85,Electrical Equipment & Parts,Industrials
2024-03-07,2024-Q1,5843.T,"Nippon Insure Co., Ltd.",829.0,869.0,849.0,39.2,1016.0,586.0,4.5,0.9,62.5,95.0,30.0,78.9,90.9,85.0,50.0,58.9,66.8,そこそこ押し目,押し目シグナルなし,24.74,10.76,-,23.57,0.19,-,5.06,Insurance - Diversified,Financial Services
2024-03-07,2024-Q1,5845.T,ZENHOREN CO. LTD,798.0,905.0,872.0,30.5,1148.0,496.0,11.4,2.73,60.0,90.0,30.0,67.9,56.4,100.0,50.0,63.2,63.7,そこそこ押し目,押し目シグナルなし,21.02,8.77,-,14.29,0.0,-,4.27,Specialty Business Services,Industrials
2024-03-07,2024-Q1,5856.T,"Life Intelligent Enterprise Holdings Co.,Ltd.",47.0,44.0,43.0,56.8,65.0,39.0,-1.5,2.06,0.0,0.0,30.0,31.6,9.1,50.0,50.0,58.6,30.1,そこそこ押し目,押し目シグナルなし,-76.82,-12.07,-,-12.42,0.41,-,-1.95,Conglomerates,Industrials
2024-03-07,2024-Q1,5868.T,ROCOCO CO LTD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.11,7.03,-,4.51,0.26,-,4.67,Information Technology Services,Technology
2024-03-07,2024-Q1,5869.T,WASEDA GAKUSHUKENKYUKAI CO LTD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.29,9.66,-,32.22,-,-,5.47,Education & Training Services,Consumer Defensive
2024-03-07,2024-Q1,5871.T,SOLIZE HOLDINGS CORPORATION,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.32,0.31,-,9.23,-,-,6.48,Computer Hardware,Technology
